RecvTime,oldRecvTime,SendTime,oldSendTime
39135446,39135413,39034799,39034799
39135479,39135446,39034816,39034799
39135512,39135479,39034832,39034816
39135528,39135512,39049020,39034832
39138838,39135528,39066633,39049020
39140165,39138838,39066650,39066633
39141377,39140165,39066666,39066650
39142983,39141377,39066666,39066666
39144949,39142983,39066682,39066666
39144965,39144949,39066682,39066682
39167591,39144965,39066682,39066682
39167608,39167591,39086982,39066682
39171098,39167608,39098598,39086982
39172359,39171098,39098615,39098598
39173490,39172359,39098631,39098615
39174931,39173490,39098631,39098631
39174931,39174931,39098648,39098631
39177143,39174931,39098648,39098648
39199360,39177143,39098664,39098648
39199376,39199360,39118505,39098664
39206995,39199376,39134709,39118505
39209567,39206995,39134725,39134709
39209584,39209567,39134725,39134725
39231260,39209584,39134742,39134725
39231292,39231260,39134742,39134742
39231292,39231292,39134758,39134742
39231325,39231292,39134758,39134758
39231374,39231325,39148963,39134758
39238632,39231374,39166690,39148963
39241385,39238632,39166707,39166690
39241401,39241385,39166723,39166707
39267780,39241401,39166723,39166723
39267812,39267780,39166739,39166723
39267829,39267812,39166739,39166739
39267878,39267829,39166756,39166739
39267927,39267878,39181452,39166756
39271351,39267927,39198672,39181452
39272809,39271351,39198737,39198672
39272941,39272809,39198770,39198737
39275283,39272941,39198770,39198770
39275300,39275283,39198787,39198770
39278495,39275300,39198803,39198787
39278528,39278495,39198836,39198803
39299565,39278528,39216956,39198836
39302792,39299565,39230637,39216956
39304054,39302792,39230653,39230637
39305168,39304054,39230653,39230653
39306987,39305168,39230670,39230653
39307003,39306987,39230670,39230670
39310165,39307003,39230686,39230670
39310198,39310165,39230686,39230686
39331694,39310198,39250478,39230686
39339296,39331694,39266731,39250478
39342458,39339296,39266764,39266731
39342491,39342458,39266780,39266764
39342491,39342491,39267091,39266780
39367788,39342491,39267141,39267091
39367902,39367788,39267157,39267141
39367935,39367902,39267173,39267157
39368066,39367935,39281444,39267173
39370868,39368066,39298696,39281444
39372047,39370868,39298745,39298696
39373325,39372047,39298762,39298745
39373342,39373325,39298778,39298762
39375177,39373342,39298795,39298778
39378290,39375177,39298811,39298795
39399360,39378290,39298827,39298811
39399409,39399360,39320045,39298827
39402653,39399409,39330645,39320045
39404029,39402653,39330678,39330645
39405422,39404029,39330694,39330678
39407355,39405422,39330711,39330694
39407453,39407355,39330727,39330711
39410812,39407453,39330743,39330727
39410861,39410812,39330760,39330743
39431554,39410861,39352976,39330760
39439173,39431554,39366739,39352976
39441335,39439173,39366772,39366739
39441352,39441335,39366788,39366772
39444481,39441352,39366788,39366788
39444514,39444481,39366804,39366788
39444514,39444514,39366821,39366804
39463503,39444514,39366837,39366821
39463536,39463503,39383844,39366837
39471957,39463536,39398688,39383844
39471973,39471957,39398721,39398688
39475103,39471973,39398721,39398721
39475250,39475103,39398737,39398721
39475267,39475250,39398737,39398737
39499712,39475267,39398737,39398737
39499810,39499712,39398753,39398737
39499826,39499810,39414285,39398753
39503316,39499826,39430669,39414285
39505937,39503316,39430686,39430669
39505970,39505937,39430702,39430686
39507904,39505970,39430702,39430702
39511393,39507904,39430718,39430702
39511442,39511393,39430718,39430718
39531382,39511442,39430735,39430718
39531415,39531382,39452247,39430735
39534855,39531415,39462635,39452247
39536035,39534855,39462667,39462635
39537460,39536035,39462684,39462667
39539574,39537460,39462700,39462684
39539574,39539574,39462716,39462700
39542883,39539574,39462733,39462716
39542916,39542883,39462733,39462733
39563298,39542916,39484114,39462733
39571539,39563298,39498696,39484114
39574275,39571539,39498728,39498696
39574324,39574275,39498745,39498728
39574324,39574324,39498761,39498745
39599539,39574324,39498778,39498761
39599621,39599539,39498778,39498778
39599638,39599621,39498794,39498778
39605847,39599638,39513310,39498794
39605880,39605847,39530644,39513310
39605880,39605880,39530677,39530644
39605880,39605880,39530694,39530677
39605896,39605880,39530710,39530694
39607977,39605896,39530726,39530710
39611123,39607977,39530743,39530726
39611237,39611123,39530743,39530743
39631619,39611237,39549158,39530743
39634535,39631619,39562642,39549158
39635813,39634535,39562659,39562642
39637632,39635813,39562675,39562659
39639696,39637632,39562675,39562675
39639713,39639696,39562692,39562675
39642416,39639713,39562708,39562692
39642433,39642416,39562724,39562708
39663650,39642433,39581074,39562724
39695697,39663650,39598753,39581074
39695730,39695697,39598786,39598753
39695730,39695730,39598802,39598786
39695746,39695730,39598802,39598802
39695779,39695746,39598818,39598802
39695812,39695779,39598835,39598818
39695877,39695812,39598851,39598835
39695910,39695877,39613433,39598851
39703758,39695910,39630669,39613433
39703791,39703758,39630702,39630669
39705986,39703791,39630702,39630702
39706019,39705986,39630718,39630702
39731480,39706019,39630718,39630718
39731529,39731480,39630734,39630718
39731676,39731529,39630751,39630734
39734396,39731676,39645922,39630751
39734412,39734396,39662618,39645922
39735707,39734412,39662634,39662618
39737099,39735707,39662650,39662634
39738918,39737099,39662667,39662650
39740818,39738918,39662667,39662667
39743440,39740818,39662683,39662667
39763445,39743440,39662683,39662683
39763461,39763445,39683180,39662683
39766869,39763461,39694665,39683180
39768114,39766869,39694681,39694665
39769818,39768114,39694697,39694681
39769835,39769818,39694714,39694697
39771833,39769835,39694730,39694714
39773734,39771833,39694747,39694730
39795361,39773734,39694763,39694747
39795377,39795361,39716357,39694763
39806092,39795377,39730677,39716357
39806125,39806092,39730693,39730677
39806125,39806125,39730693,39730693
39831438,39806125,39730710,39730693
39831504,39831438,39730710,39730710
39831504,39831504,39730726,39730710
39831504,39831504,39730726,39730726
39831520,39831504,39747438,39730726
39834600,39831520,39762642,39747438
39835878,39834600,39762658,39762642
39837828,39835878,39762675,39762658
39837910,39837828,39762675,39762675
39839630,39837910,39762691,39762675
39841711,39839630,39762691,39762691
39863371,39841711,39762707,39762691
39863436,39863371,39781582,39762707
39866795,39863436,39794624,39781582
39868204,39866795,39794640,39794624
39870088,39868204,39794640,39794640
39870105,39870088,39794656,39794640
39872153,39870105,39794656,39794656
39874332,39872153,39794673,39794656
39895565,39874332,39794673,39794673
39895582,39895565,39813711,39794673
39903954,39895582,39830717,39813711
39903987,39903954,39830750,39830717
39906199,39903987,39830750,39830750
39906215,39906199,39830767,39830750
39906559,39906215,39830767,39830767
39927645,39906559,39830767,39830767
39927678,39927645,39830783,39830767
39927694,39927678,39848084,39830783
39936345,39927694,39862683,39848084
39936640,39936345,39862699,39862683
39936673,39936640,39862699,39862699
39938328,39936673,39862715,39862699
39963346,39938328,39862715,39862715
39963379,39963346,39862732,39862715
39963395,39963379,39862732,39862732
39963428,39963395,39880918,39862732
39966705,39963428,39894648,39880918
39968146,39966705,39894681,39894648
39969736,39968146,39894697,39894681
39971816,39969736,39894713,39894697
39971833,39971816,39894730,39894713
39973881,39971833,39894730,39894730
39995475,39973881,39894746,39894730
39995672,39995475,39917651,39894746
39998277,39995672,39926662,39917651
39999555,39998277,39926695,39926662
40001196,39999555,39926711,39926695
40003096,40001196,39926728,39926711
40005259,40003096,39926744,39926728
40005357,40005259,39926760,39926744
40027312,40005357,39926777,39926760
40027459,40027312,39946421,39926777
40035340,40027459,39962674,39946421
40037306,40035340,39962691,39962674
40037388,40037306,39962707,39962691
40037486,40037388,39962707,39962707
40063389,40037486,39962723,39962707
40063406,40063389,39962723,39962723
40063537,40063406,39962723,39962723
40063668,40063537,39977485,39962723
40066191,40063668,39994672,39977485
40067682,40066191,39994705,39994672
40069255,40067682,39994705,39994705
40069386,40069255,39994721,39994705
40071139,40069386,39994738,39994721
40073007,40071139,39994738,39994738
40095518,40073007,39994754,39994738
40095535,40095518,40016269,39994754
40098893,40095535,40026624,40016269
40100089,40098893,40026640,40026624
40101564,40100089,40026640,40026640
40103415,40101564,40026640,40026640
40103432,40103415,40026656,40026640
40104906,40103432,40026656,40026656
40127533,40104906,40026673,40026656
40127647,40127533,40045973,40026673
40135331,40127647,40062668,40045973
40135348,40135331,40062685,40062668
40137183,40135348,40062701,40062685
40160743,40137183,40062701,40062701
40160874,40160743,40062717,40062701
40161087,40160874,40062717,40062717
40161316,40161087,40062734,40062717
40161366,40161316,40077332,40062734
40167772,40161366,40094666,40077332
40167821,40167772,40094699,40094666
40169656,40167821,40094699,40094699
40169689,40169656,40094715,40094699
40196050,40169689,40094732,40094715
40196116,40196050,40094732,40094732
40196214,40196116,40094748,40094732
40196395,40196214,40109215,40094748
40198836,40196395,40126631,40109215
40200654,40198836,40126664,40126631
40200720,40200654,40126664,40126664
40203472,40200720,40126681,40126664
40203538,40203472,40126697,40126681
40205373,40203538,40126713,40126697
40228098,40205373,40126713,40126713
40228163,40228098,40158138,40126713
40232734,40228163,40158679,40158138
40232800,40232734,40158728,40158679
40232964,40232800,40158777,40158728
40234078,40232964,40158793,40158777
40236355,40234078,40158826,40158793
40238305,40236355,40158842,40158826
40260358,40238305,40158875,40158842
40260423,40260358,40185204,40158875
40268337,40260423,40194756,40185204
40268386,40268337,40194805,40194756
40268632,40268386,40194838,40194805
40270188,40268632,40194871,40194838
40295829,40270188,40194887,40194871
40295862,40295829,40194920,40194887
40295993,40295862,40194953,40194920
40296124,40295993,40218136,40194953
40298844,40296124,40226721,40218136
40300810,40298844,40226787,40226721
40300826,40300810,40226803,40226787
40302514,40300826,40226836,40226803
40304316,40302514,40226869,40226836
40306085,40304316,40226885,40226869
40327745,40306085,40226918,40226885
40327843,40327745,40254803,40226918
40330842,40327843,40258768,40254803
40332234,40330842,40258818,40258768
40334069,40332234,40258850,40258818
40336134,40334069,40258867,40258850
40336166,40336134,40258899,40258867
40337854,40336166,40258932,40258899
40359710,40337854,40259014,40258932
40359743,40359710,40285409,40259014
40368001,40359743,40294731,40285409
40368033,40368001,40294780,40294731
40369672,40368033,40294830,40294780
40369819,40369672,40294862,40294830
40391331,40369819,40294895,40294862
40391348,40391331,40294928,40294895
40391348,40391348,40294993,40294928
40391479,40391348,40315211,40294993
40398278,40391479,40326713,40315211
40399998,40398278,40326762,40326713
40401735,40399998,40326795,40326762
40401817,40401735,40326811,40326795
40427458,40401817,40326828,40326811
40427491,40427458,40326844,40326828
40427491,40427491,40326860,40326844
40427540,40427491,40346357,40326860
40430276,40427540,40358662,40346357
40431652,40430276,40358711,40358662
40433242,40431652,40358760,40358711
40435191,40433242,40358793,40358760
40437092,40435191,40358825,40358793
40437108,40437092,40358858,40358825
40459358,40437108,40358924,40358858
40459440,40459358,40384368,40358924
40462323,40459440,40390610,40384368
40463732,40462323,40390627,40390610
40465633,40463732,40390643,40390627
40467533,40465633,40390643,40390643
40469188,40467533,40390660,40390643
40491421,40469188,40390660,40390660
40491438,40491421,40390676,40390660
40491487,40491438,40409600,40390676
40499793,40491487,40426721,40409600
40499826,40499793,40426737,40426721
40501628,40499826,40426770,40426737
40501645,40501628,40426770,40426770
40527499,40501645,40426786,40426770
40527532,40527499,40426803,40426786
40527532,40527532,40426819,40426803
40527630,40527532,40442204,40426819
40530694,40527630,40458620,40442204
40532152,40530694,40458637,40458620
40533790,40532152,40458637,40458637
40533807,40533790,40458653,40458637
40535904,40533807,40458653,40458653
40537804,40535904,40458670,40458653
40559464,40537804,40458670,40458670
40559497,40559464,40477396,40458670
40562774,40559497,40490618,40477396
40564051,40562774,40490618,40490618
40565657,40564051,40490635,40490618
40567623,40565657,40490635,40490635
40567640,40567623,40490651,40490635
40569393,40567640,40490651,40490651
40591446,40569393,40490668,40490651
40591478,40591446,40509362,40490668
40599965,40591478,40526663,40509362
40599982,40599965,40526696,40526663
40601702,40599982,40526712,40526696
40601718,40601702,40526712,40526712
40623525,40601718,40526729,40526712
40623558,40623525,40526745,40526729
40623575,40623558,40526761,40526745
40623722,40623575,40548880,40526761
40631308,40623722,40558678,40548880
40633061,40631308,40558694,40558678
40633126,40633061,40558694,40558694
40659488,40633126,40558710,40558694
40659521,40659488,40558710,40558710
40667336,40659521,40558727,40558710
40667353,40667336,40558727,40558727
40667402,40667353,40573456,40558727
40667451,40667402,40590626,40573456
40667467,40667451,40590643,40590626
40667533,40667467,40590659,40590643
40667549,40667533,40590659,40590659
40667680,40667549,40590675,40590659
40668139,40667680,40590692,40590675
40691470,40668139,40590692,40590692
40691486,40691470,40611794,40590692
40694829,40691486,40622641,40611794
40696270,40694829,40622673,40622641
40696303,40696270,40622690,40622673
40697860,40696303,40622706,40622690
40699793,40697860,40622723,40622706
40701710,40699793,40622723,40622723
40701743,40701710,40622739,40622723
40723550,40701743,40641433,40622739
40759529,40723550,40658669,40641433
40759562,40759529,40658685,40658669
40759627,40759562,40658702,40658685
40759693,40759627,40658702,40658702
40759758,40759693,40658735,40658702
40759857,40759758,40658735,40658735
40759906,40759857,40658751,40658735
40759955,40759906,40675807,40658751
40762593,40759955,40690634,40675807
40763920,40762593,40690667,40690634
40765509,40763920,40690667,40690667
40765607,40765509,40690683,40690667
40769327,40765607,40690700,40690683
40769343,40769327,40690700,40690700
40794247,40769343,40690716,40690700
40794279,40794247,40711557,40690716
40794279,40794279,40722632,40711557
40795656,40794279,40722665,40722632
40797392,40795656,40722681,40722665
40799211,40797392,40722681,40722681
40800849,40799211,40722698,40722681
40823443,40800849,40722714,40722698
40823459,40823443,40722731,40722714
40823459,40823459,40746684,40722731
40831684,40823459,40758726,40746684
40831717,40831684,40758759,40758726
40833404,40831717,40758775,40758759
40855769,40833404,40758792,40758775
40855818,40855769,40758808,40758792
40855851,40855818,40758824,40758808
40855916,40855851,40758824,40758824
40856014,40855916,40773177,40758824
40865632,40856014,40790691,40773177
40865681,40865632,40790708,40790691
40865697,40865681,40790724,40790708
40865779,40865697,40790724,40790724
40891895,40865779,40790740,40790724
40891977,40891895,40790740,40790740
40892141,40891977,40790757,40790740
40892321,40892141,40805306,40790757
40894844,40892321,40822640,40805306
40896614,40894844,40822657,40822640
40896761,40896614,40822673,40822657
40897974,40896761,40822689,40822673
40899891,40897974,40822689,40822689
40901758,40899891,40822706,40822689
40924024,40901758,40822722,40822706
40924073,40924024,40846479,40822722
40927105,40924073,40854654,40846479
40927973,40927105,40854687,40854654
40929562,40927973,40854720,40854687
40931250,40929562,40854736,40854720
40931282,40931250,40854753,40854736
40935084,40931282,40854769,40854753
40935100,40935084,40854786,40854769
40956121,40935100,40879345,40854786
40964476,40956121,40890716,40879345
40964526,40964476,40890748,40890716
40964591,40964526,40890765,40890748
40965984,40964591,40890781,40890765
40992083,40965984,40890814,40890781
40992133,40992083,40890830,40890814
40992231,40992133,40890847,40890830
40992313,40992231,40913162,40890847
40995459,40992313,40922664,40913162
40996442,40995459,40922697,40922664
40997851,40996442,40922714,40922697
40999489,40997851,40922746,40922714
41001277,40999489,40922763,40922746
41023805,41001277,40922779,40922763
41023855,41023805,40922796,40922779
41023855,41023855,40947109,40922796
41027164,41023855,40954712,40947109
41028246,41027164,40954744,40954712
41029573,41028246,40954761,40954744
41031391,41029573,40954793,40954761
41032948,41031391,40954810,40954793
41032980,41032948,40954826,40954810
41056082,41032980,40954843,40954826
41056115,41056082,40977928,40954843
41063258,41056115,40990691,40977928
41064864,41063258,40990740,40990691
41064897,41064864,40990773,40990740
41087785,41064897,40990789,40990773
41087834,41087785,40990806,40990789
41087851,41087834,40990822,40990806
41088113,41087851,40990838,40990822
41088260,41088113,41009961,40990838
41095404,41088260,41022708,41009961
41097042,41095404,41022757,41022708
41097189,41097042,41022773,41022757
41123781,41097189,41022790,41022773
41123830,41123781,41022822,41022790
41123895,41123830,41022839,41022822
41123912,41123895,41022855,41022839
41124092,41123912,41042729,41022855
41126402,41124092,41054689,41042729
41127696,41126402,41054738,41054689
41129007,41127696,41054755,41054738
41130875,41129007,41054771,41054755
41132546,41130875,41054788,41054771
41132579,41132546,41054804,41054788
41155975,41132579,41054837,41054804
41156090,41155975,41080429,41054837
41158597,41156090,41086687,41080429
41159907,41158597,41086736,41086687
41161480,41159907,41086753,41086736
41163037,41161480,41086769,41086753
41164429,41163037,41086802,41086769
41164446,41164429,41086818,41086802
41187908,41164446,41086835,41086818
41187940,41187908,41111099,41086835
41195624,41187940,41122716,41111099
41195674,41195624,41122748,41122716
41197410,41195674,41122781,41122748
41197443,41197410,41122798,41122781
41223854,41197443,41122814,41122798
41223887,41223854,41122830,41122814
41223887,41223887,41122863,41122830
41224018,41223887,41142213,41122863
41227131,41224018,41154697,41142213
41228392,41227131,41154746,41154697
41228425,41228392,41154763,41154746
41229900,41228425,41154779,41154763
41231653,41229900,41154796,41154779
41233684,41231653,41154828,41154796
41233734,41233684,41154845,41154828
41255787,41233734,41181010,41154845
41259014,41255787,41186695,41181010
41260440,41259014,41186744,41186695
41262029,41260440,41186761,41186744
41262062,41262029,41186777,41186761
41263553,41262062,41186810,41186777
41265256,41263553,41186826,41186810
41287883,41265256,41186843,41186826
41287916,41287883,41212221,41186843
41295878,41287916,41222691,41212221
41295911,41295878,41222740,41222691
41297795,41295911,41222756,41222740
41297828,41297795,41222773,41222756
41319815,41297828,41222806,41222773
41319864,41319815,41222822,41222806
41319930,41319864,41222838,41222822
41320045,41319930,41242270,41222838
41327647,41320045,41254705,41242270
41327778,41327647,41254738,41254705
41329269,41327778,41254754,41254738
41355434,41329269,41254787,41254754
41355467,41355434,41254803,41254787
41355500,41355467,41254820,41254803
41355500,41355500,41254836,41254820
41355500,41355500,41276054,41254836
41358694,41355500,41286703,41276054
41360071,41358694,41286736,41286703
41361594,41360071,41286752,41286736
41363462,41361594,41286769,41286752
41363462,41363462,41286801,41286769
41365510,41363462,41286818,41286801
41387579,41365510,41286834,41286818
41387596,41387579,41310788,41286834
41390365,41387596,41318652,41310788
41391757,41390365,41318685,41318652
41393379,41391757,41318717,41318685
41395067,41393379,41318734,41318717
41396754,41395067,41318750,41318734
41396754,41396754,41318767,41318750
41419823,41396754,41318799,41318767
41419856,41419823,41336936,41318799
41426524,41419856,41354680,41336936
41428146,41426524,41354713,41354680
41429916,41428146,41354713,41354713
41430161,41429916,41354729,41354713
41456163,41430161,41354729,41354729
41456245,41456163,41354746,41354729
41456294,41456245,41354746,41354746
41456622,41456294,41368738,41354746
41458932,41456622,41386678,41368738
41460963,41458932,41386695,41386678
41461012,41460963,41386711,41386695
41462389,41461012,41386727,41386711
41464617,41462389,41386727,41386727
41464666,41464617,41386744,41386727
41466468,41464666,41386760,41386744
41488456,41466468,41407289,41386760
41491290,41488456,41418676,41407289
41492486,41491290,41418725,41418676
41494092,41492486,41418742,41418725
41494174,41494092,41418775,41418742
41496009,41494174,41418791,41418775
41498647,41496009,41418824,41418791
41498941,41498647,41418840,41418824
41520077,41498941,41449183,41418840
41528515,41520077,41454770,41449183
41528744,41528515,41454819,41454770
41528891,41528744,41454852,41454819
41529629,41528891,41454885,41454852
41552091,41529629,41454901,41454885
41552173,41552091,41454934,41454901
41552321,41552173,41454967,41454934
41552353,41552321,41482951,41454967
41560119,41552353,41486735,41482951
41560185,41560119,41486801,41486735
41561840,41560185,41486834,41486801
41561872,41561840,41486850,41486834
41588316,41561872,41486883,41486850
41588382,41588316,41486916,41486883
41588627,41588382,41486948,41486916
41588775,41588627,41512393,41486948
41591609,41588775,41518684,41512393
41591659,41591609,41518733,41518684
41592789,41591659,41518766,41518733
41594870,41592789,41518799,41518766
41596951,41594870,41518815,41518799
41597213,41596951,41518848,41518815
41620167,41597213,41518881,41518848
41620216,41620167,41547356,41518881
41623443,41620216,41550699,41547356
41623509,41623443,41550764,41550699
41625164,41623509,41550797,41550764
41626835,41625164,41550830,41550797
41629047,41626835,41550862,41550830
41629161,41629047,41550895,41550862
41630849,41629161,41550961,41550895
41652034,41630849,41577994,41550961
41660979,41652034,41586743,41577994
41661094,41660979,41586792,41586743
41661307,41661094,41586825,41586792
41662536,41661307,41586858,41586825
41688062,41662536,41586891,41586858
41688144,41688062,41586924,41586891
41688340,41688144,41587005,41586924
41688586,41688340,41611500,41587005
41691404,41688586,41618741,41611500
41692961,41691404,41618790,41618741
41693141,41692961,41618823,41618790
41694353,41693141,41618856,41618823
41696565,41694353,41618889,41618856
41698384,41696565,41618921,41618889
41747552,41698384,41618938,41618921
41747749,41747552,41649658,41618938
41747945,41747749,41650674,41649658
41748126,41747945,41650723,41650674
41748306,41748126,41650756,41650723
41748470,41748306,41650788,41650756
41748699,41748470,41650805,41650788
41748748,41748699,41650838,41650805
41749043,41748748,41650870,41650838
41749109,41749043,41678805,41650870
41760758,41749109,41686735,41678805
41760922,41760758,41686800,41686735
41761069,41760922,41686833,41686800
41762347,41761069,41686850,41686833
41784465,41762347,41686899,41686850
41784515,41784465,41686915,41686899
41784646,41784515,41686997,41686915
41784695,41784646,41712720,41686997
41820084,41784695,41718733,41712720
41820150,41820084,41718782,41718733
41820985,41820150,41718815,41718782
41821002,41820985,41718848,41718815
41821149,41821002,41718864,41718848
41822296,41821149,41718897,41718864
41822296,41822296,41718929,41718897
41822345,41822296,41749305,41718929
41823623,41822345,41750665,41749305
41823656,41823623,41750714,41750665
41825081,41823656,41750747,41750714
41826195,41825081,41750780,41750747
41828047,41826195,41750813,41750780
41830685,41828047,41750845,41750813
41854032,41830685,41750862,41750845
41854097,41854032,41782876,41750862
41854884,41854097,41782974,41782876
41856211,41854884,41783007,41782974
41857292,41856211,41783040,41783007
41859373,41857292,41783073,41783040
41861339,41859373,41783106,41783073
41883507,41861339,41783138,41783106
41883523,41883507,41783253,41783138
41890880,41883523,41814759,41783253
41890896,41890880,41818741,41814759
41892846,41890896,41818790,41818741
41892878,41892846,41818823,41818790
41919437,41892878,41818855,41818823
41919470,41919437,41818888,41818855
41919470,41919470,41818905,41818888
41919470,41919470,41818937,41818905
41919470,41919470,41832815,41818937
41924762,41919470,41850673,41832815
41924778,41924762,41850706,41850673
41926695,41924778,41850722,41850706
41926728,41926695,41850722,41850722
41928350,41926728,41850739,41850722
41928350,41928350,41850739,41850739
41951468,41928350,41850755,41850739
41951517,41951468,41869548,41850755
41954564,41951517,41882638,41869548
41955744,41954564,41882655,41882638
41956809,41955744,41882671,41882655
41958382,41956809,41882688,41882671
41960413,41958382,41882704,41882688
41960430,41960413,41882704,41882704
41983498,41960430,41882720,41882704
41983547,41983498,41908197,41882720
41992133,41983547,41918667,41908197
41992149,41992133,41918683,41918667
42015400,41992149,41918683,41918683
42015450,42015400,41918700,41918683
42015482,42015450,41918700,41918700
42015532,42015482,41918716,41918700
42015597,42015532,41918716,41918716
42015679,42015597,41932626,41918716
42022282,42015679,41950665,41932626
42024117,42022282,41950697,41950665
42024166,42024117,41950697,41950697
42051347,42024166,41950714,41950697
42051380,42051347,41950714,41950714
42051412,42051380,41950730,41950714
42051462,42051412,41950730,41950730
42051511,42051462,41964689,41950730
42054542,42051511,41982630,41964689
42055738,42054542,41982646,41982630
42056819,42055738,41982646,41982646
42058818,42056819,41982663,41982646
42058867,42058818,41982663,41982663
42060506,42058867,41982679,41982663
42060555,42060506,41982679,41982679
42083574,42060555,42001343,41982679
42087048,42083574,42014630,42001343
42088260,42087048,42014647,42014630
42088342,42088260,42014647,42014647
42091144,42088342,42014663,42014647
42091209,42091144,42014663,42014663
42092995,42091209,42014680,42014663
42116998,42092995,42014680,42014680
42117047,42116998,42033570,42014680
42122798,42117047,42050675,42033570
42124076,42122798,42050692,42050675
42126042,42124076,42050708,42050692
42126091,42126042,42050708,42050708
42126287,42126091,42050724,42050708
42151994,42126287,42050724,42050724
42152059,42151994,42050741,42050724
42152272,42152059,42065896,42050741
42155303,42152272,42082690,42065896
42156680,42155303,42082722,42082690
42156712,42156680,42082739,42082722
42157712,42156712,42082755,42082739
42159465,42157712,42082755,42082755
42161005,42159465,42082771,42082755
42183992,42161005,42082788,42082771
42184041,42183992,42105299,42082788
42188088,42184041,42114704,42105299
42189005,42188088,42114753,42114704
42190676,42189005,42114769,42114753
42192757,42190676,42114802,42114769
42192937,42192757,42114819,42114802
42215842,42192937,42114851,42114819
42215891,42215842,42114868,42114851
42215990,42215891,42139378,42114868
42223068,42215990,42150716,42139378
42224641,42223068,42150765,42150716
42224739,42224641,42150781,42150765
42247840,42224739,42150814,42150781
42247889,42247840,42150831,42150814
42248152,42247889,42150863,42150831
42248168,42248152,42150880,42150863
42248348,42248168,42171819,42150880
42254967,42248348,42182730,42171819
42256737,42254967,42182779,42182730
42256868,42256737,42182812,42182779
42283885,42256868,42182829,42182812
42283934,42283885,42182861,42182829
42283951,42283934,42182878,42182861
42284213,42283951,42182910,42182878
42284229,42284213,42208666,42182910
42287145,42284229,42214679,42208666
42288440,42287145,42214728,42214679
42288473,42288440,42214761,42214728
42291307,42288473,42214777,42214761
42291340,42291307,42214810,42214777
42293093,42291340,42214827,42214810
42315949,42293093,42214843,42214827
42315998,42315949,42240353,42214843
42319160,42315998,42246693,42240353
42320274,42319160,42246743,42246693
42321257,42320274,42246759,42246743
42323125,42321257,42246792,42246759
42323158,42323125,42246808,42246792
42324812,42323158,42246841,42246808
42347881,42324812,42246857,42246841
42347930,42347881,42272285,42246857
42355467,42347930,42282722,42272285
42357122,42355467,42282755,42282722
42357154,42357122,42282787,42282755
42383959,42357154,42282820,42282787
42384008,42383959,42282836,42282820
42384172,42384008,42282853,42282836
42384352,42384172,42282886,42282853
42384532,42384352,42305364,42282886
42386859,42384532,42314720,42305364
42388317,42386859,42314769,42314720
42389332,42388317,42314802,42314769
42391086,42389332,42314818,42314802
42391118,42391086,42314851,42314818
42393297,42391118,42314884,42314851
